Artist,Track,Year,PreviousHit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Label
kanye west,school spirit skit 2,2004,0,0.716,0.308,5,-12.629,1,0.925,0.334,0,0.215,0.83,128.412,0
stone sour,bother,2002,0,0.272,0.281,1,-7.634,1,0.0287,0.388,2.29e-05,0.158,0.141,89.914,1
pyranja,nie wieder (toktok rmx),2006,0,0.8,0.631,6,-12.208,0,0.343,0.9,0.911,0.101,0.602,171.971,0
gustavo santaolalla,the blinding sun,2006,0,0.787,0.591,8,-14.08,0,0.041,0.225,0.802,0.073,0.607,90.551,0
wilshire,when,2003,0,0.498,0.72,10,-3.841,1,0.0321,0.0293,0,0.107,0.31,126.496,0
the mars volta,inertiatic esp,2003,0,0.227,0.853,6,-3.424,0,0.0949,0.00364,0.000106,0.665,0.419,169.51,0
devanic,i am,2008,0,0.352,0.919,4,-6.712,1,0.2,0.00114,5.27e-05,0.0763,0.179,97.49,0
nelly,n dey say,2004,1,0.867,0.784,0,-4.145,1,0.0379,0.25,0,0.152,0.704,97.66,1
trisha yearwood,georgia rain,2005,1,0.528,0.456,10,-5.618,1,0.0241,0.61,4.62e-05,0.19,0.164,99.092,1
mavado,sadness,2007,0,0.645,0.65,7,-4.848,0,0.166,0.0195,0,0.135,0.466,136.106,0
the summer obsession,where you belong,2006,0,0.589,0.481,0,-6.833,1,0.0302,0.16,0.443,0.176,0.15,159.801,0
catupecu machu,a veces vuelvo,2004,0,0.596,0.83,1,-4.256,1,0.0353,0.0189,0,0.0429,0.607,126.565,0
akon,over the edge,2008,1,0.526,0.648,5,-5.747,0,0.0366,0.0386,0,0.234,0.299,128.007,0
bon jovi,the distance,2002,1,0.343,0.736,7,-5.395,1,0.0399,0.00243,2.42e-06,0.119,0.532,178.317,0
rascal flatts,stand,2006,0,0.431,0.765,0,-4.656,1,0.0489,0.0287,0,0.178,0.565,187.68,1
jazmine sullivan,holding you down (goin in circles),2010,1,0.724,0.872,8,-2.706,0,0.14,0.082,0,0.316,0.783,95.09,1
snowgoons,michael nobody aka poetic death,2009,0,0.589,0.856,1,-5.079,1,0.252,0.279,2.06e-06,0.12,0.47,88.703,0
cheyenne kimball,hanging on,2006,0,0.573,0.934,5,-3.377,1,0.0372,0.0105,7.26e-05,0.318,0.544,118.773,1
queens of the stone age,little sister,2005,0,0.359,0.956,1,-2.942,1,0.062,0.0118,0.000822,0.511,0.924,161.132,1
ai ai ai,com una flama,2007,0,0.766,0.873,5,-4.994,0,0.0333,0.484,0,0.0908,0.888,91.987,0
trey songz,neighbors know my name,2009,1,0.663,0.693,7,-5.776,0,0.0635,0.0379,0,0.162,0.391,120.026,1
keith urban,only you can love me this way,2009,1,0.566,0.429,2,-9.478,1,0.0286,0.457,3.38e-05,0.173,0.325,147.957,1
xcultures,smile,2007,0,0.315,0.301,9,-16.693,0,0.054,0.632,0.00811,0.608,0.425,121.488,0
shinedown,the crow & the butterfly,2008,1,0.319,0.781,5,-3.496,1,0.0329,0.0013,0,0.0944,0.238,149.002,1
marshall crenshaw,rave on (live 1982),2005,0,0.642,0.365,8,-10.092,1,0.0361,0.855,0,0.104,0.861,81.458,0
jordin sparks,battlefield,2009,1,0.613,0.634,2,-3.472,1,0.0339,0.0178,0,0.0719,0.37,144.953,1
zeromancer,ammonite,2009,0,0.557,0.708,2,-6.821,1,0.0274,0.0632,0.107,0.0895,0.258,90.023,0
amy winehouse,you know im no good,2006,0,0.705,0.806,9,-3.607,1,0.0309,0.0132,0.00428,0.0701,0.734,103.383,1
t.i.,top back,2006,1,0.597,0.678,2,-5.743,1,0.3,0.0103,0,0.381,0.659,160.074,1
the fray,she is,2005,0,0.495,0.824,7,-3.474,0,0.0357,0.0058,0,0.219,0.469,138.988,0
joe satriani,just like lightnin,2006,0,0.587,0.633,0,-5.791,1,0.0343,0.00127,0.507,0.108,0.36,191.834,0
marc lavoine,si tu veux le savoir,2001,0,0.594,0.214,4,-13.276,1,0.0374,0.866,0.0149,0.116,0.298,140.143,0
saosin,bury your head (acoustic),2005,0,0.46,0.638,6,-3.71,0,0.0304,0.143,0,0.112,0.0995,125.034,0
galactic,squarebiz,2007,0,0.738,0.731,9,-4.129,1,0.214,0.0503,0,0.0457,0.864,91.807,0
snow patrol,chocolate,2004,0,0.579,0.807,2,-4.351,1,0.0326,0.000542,0.00276,0.121,0.433,118.174,0
agnostic front,no one hears you,2004,0,0.32,0.927,1,-4.668,1,0.0555,2.51e-06,0.0385,0.0782,0.705,99.837,0
outkast,ms. jackson,2000,1,0.843,0.805,4,-5.946,0,0.269,0.142,0,0.0771,0.615,94.946,1
obie bermudez,celos,2007,0,0.708,0.842,10,-7.05,0,0.048,0.0895,0,0.164,0.849,106.066,0
dwight yoakam,crazy little thing called love,2004,1,0.464,0.81,5,-3.845,1,0.0724,0.0763,0,0.0574,0.881,166.366,1
brad paisley,online,2010,1,0.557,0.856,7,-5.294,1,0.0687,0.0882,0.0326,0.681,0.846,133.527,1
klaus badelt,moonlight serenade,2003,0,0.23,0.337,9,-10.594,0,0.0505,0.444,0.963,0.458,0.0495,130.724,0
various production,wot u say,2008,0,0.502,0.786,7,-8.934,0,0.0365,0.0199,0.00123,0.0683,0.86,145.131,0
photek,junk,2000,0,0.714,0.872,1,-6.62,1,0.0693,0.000174,0.168,0.098,0.31,115,0
lmfao,im in miami trick,2009,0,0.877,0.836,7,-4.229,1,0.197,0.00588,0,0.0464,0.73,127.926,1
trick trick / eminem,welcome 2 detroit,2005,0,0.583,0.779,11,-4.59,1,0.299,0.14,0,0.656,0.63,91.168,0
darden smith,mill creek,2004,0,0.736,0.344,5,-14.241,1,0.03,0.75,0.0642,0.117,0.439,120.009,0
orquesta america,boda de oro,2008,0,0.539,0.319,2,-9.762,0,0.0349,0.794,0.0878,0.213,0.361,110.452,0
stevie ray vaughan,crossfire,2002,0,0.477,0.715,8,-7.81,1,0.0329,0.037,0.00852,0.0991,0.891,116.102,0
jordin sparks,one step at a time,2009,0,0.504,0.907,1,-3.996,1,0.0839,0.0213,0,0.359,0.653,125.145,1
destinys child,lose my breath,2004,1,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,1
zombina & the skeletones,i was a human bomb for the fbi,2004,0,0.318,0.973,2,-6.293,1,0.251,0.00349,0.874,0.226,0.415,189.782,0
young buck,shorty wanna ride,2004,0,0.586,0.619,1,-6.116,1,0.199,0.00408,0,0.134,0.326,120.125,1
donnie mcclurkin,psalm 27,2000,0,0.546,0.631,5,-7.487,1,0.0608,0.477,9.91e-06,0.784,0.628,149.866,0
the smashing pumpkins,real love,2001,1,0.251,0.946,2,-4.662,1,0.08,5.48e-06,0.721,0.102,0.045,153.183,0
pennywise,6th avenue nightmare,2005,0,0.344,0.954,9,-4.856,1,0.146,9.91e-05,1.79e-06,0.303,0.6,101.365,0
justin timberlake,sexy ladies,2006,0,0.693,0.435,1,-5.866,0,0.285,0.0124,3.6e-05,0.0871,0.596,99.957,0
seventh day slumber,famous one,2009,0,0.344,0.712,5,-5.834,1,0.0398,0.00748,5.04e-05,0.242,0.534,178.031,0
radio birdman,zeno beach,2006,0,0.318,0.912,1,-4.886,0,0.0437,0.00022,0.0428,0.0867,0.474,99.946,0
solas,clothes of sand,2005,0,0.438,0.593,11,-9.006,0,0.0458,0.641,0.00215,0.124,0.299,131.986,0
rachel portman,bridget,2008,0,0.0868,0.0277,4,-21.023,0,0.0419,0.966,0.74,0.123,0.037,66.352,0
zeromancer,v,2010,0,0.553,0.832,2,-7.387,1,0.045,0.056,3.64e-05,0.11,0.149,120.007,0
josh groban,mi morena (revised live version),2004,0,0.563,0.436,8,-9.327,0,0.0297,0.775,0.000218,0.702,0.361,142.948,0
hall & oates,perkiomen,2006,0,0.703,0.481,3,-9.116,0,0.0501,0.577,0.00103,0.0861,0.628,105.124,0
3 doors down,away from the sun,2002,1,0.532,0.686,0,-6.238,1,0.0254,0.0273,0,0.0903,0.304,131.962,1
obie bermudez,antes (salsa version),2007,0,0.5,0.829,8,-5.663,1,0.0359,0.467,2.68e-06,0.238,0.784,90.001,0
set your goals,the fallen...,2009,0,0.268,0.998,8,-1.522,1,0.388,0.0062,1.71e-05,0.108,0.227,194.655,0
maroon 5,sunday morning,2002,0,0.607,0.76,0,-5.229,1,0.0482,0.0745,0,0.0595,0.805,88.059,1
ne-yo,closer,2008,1,0.711,0.753,4,-6.461,0,0.0766,0.028,2.96e-05,0.152,0.588,126.051,1
c.l. smooth,smoke in the air (a cappella),2006,0,0.631,0.562,8,-13.673,1,0.956,0.125,0,0.468,0.729,175.238,0
rihanna,only girl (in the world),2010,1,0.78,0.714,11,-4.155,0,0.0382,0.119,4.1e-06,0.217,0.666,125.924,1
charlie haden,american dreams,2002,0,0.245,0.0433,2,-25.102,1,0.0336,0.787,0.918,0.105,0.0379,85.967,0
workhorse,my friend the blind,2007,0,0.321,0.866,7,-6.448,1,0.0513,0.000105,0.00309,0.0966,0.612,132.852,0
cake,arco arena,2001,0,0.701,0.552,9,-9.546,0,0.0429,0.401,0.648,0.118,0.799,78.949,0
jon secada,whipped,2009,1,0.637,0.875,10,-6.292,0,0.0646,0.0131,3.37e-06,0.0458,0.814,92.027,1
shania twain,it only hurts when im breathing,2002,1,0.331,0.61,10,-5.064,0,0.0315,0.342,0,0.0988,0.452,76.113,1
jagged edge,lets get married,2000,0,0.761,0.627,1,-5.554,1,0.0538,0.175,0,0.128,0.891,109.821,1
neon blonde,new detroit,2005,0,0.249,0.773,7,-5.053,1,0.0402,0.0866,9.89e-06,0.106,0.489,139.515,0
alicia keys,if i was your woman,2003,1,0.75,0.473,10,-7.71,0,0.12,0.13,5.1e-06,0.656,0.627,82.967,0
madonna,american pie,2000,1,0.631,0.734,5,-7.48,0,0.036,0.348,0,0.135,0.591,124.036,1
dimmu borgir,sympozium,2001,0,0.188,0.926,5,-2.523,0,0.0598,3.03e-06,0.946,0.118,0.267,135.186,0
the mars volta,take the veil cerpin taxt,2003,0,0.24,0.933,9,-3.397,0,0.14,0.00059,0.0211,0.112,0.387,91.56,0
kem,i cant stop loving you,2004,0,0.7,0.297,3,-9.99,0,0.0459,0.72,3.35e-06,0.125,0.143,141.171,1
erja lyytinen,soul of a man,2010,0,0.536,0.166,7,-11.397,1,0.0364,0.889,0,0.109,0.456,168.041,0
dru hill,in my bed,2005,1,0.818,0.655,10,-7.68,0,0.253,0.11,0,0.0754,0.82,95.443,1
tha liks,yo mouth (skit),2001,0,0.374,0.43,3,-10.155,0,0.131,0.73,0,0.712,0.865,71.104,0
sean paul,get busy,2002,0,0.735,0.824,10,-4.143,0,0.036,0.615,0,0.158,0.726,100.202,1
outkast,"so fresh, so clean",2000,1,0.725,0.64,5,-7.905,0,0.332,0.0278,0,0.099,0.915,166.029,1
city high,the only one i trust,2001,0,0.553,0.5,2,-9.509,0,0.0484,0.343,5.56e-06,0.141,0.304,92.971,0
luiz bonfa,santeleco,2006,0,0.736,0.421,2,-14.623,0,0.0517,0.821,0.00175,0.231,0.96,96.565,0
keyshia cole,you complete me,2008,1,0.683,0.664,2,-4.813,0,0.0581,0.611,0,0.234,0.725,111.491,1
robben ford,spoonful,2009,0,0.528,0.879,11,-6.392,0,0.0967,0.0185,0.114,0.877,0.639,126.099,0
janet jackson,i want you,2004,1,0.645,0.836,3,-5.558,1,0.0382,0.201,0.0207,0.156,0.681,105.741,1
the radio dept.,closing scene,2008,0,0.662,0.47,9,-5.817,0,0.0357,0.841,0.857,0.0975,0.632,132.015,0
josh groban,february song [live],2008,0,0.439,0.377,8,-8.771,1,0.0298,0.68,0.000239,0.963,0.154,139.933,0
real mccoy,automatic lover (call for love),2003,0,0.688,0.98,5,-4.862,0,0.034,0.0693,0.462,0.16,0.538,132.992,1
jope ruonansuu,rant kanaria,2009,0,0.73,0.379,9,-9.169,0,0.0381,0.596,6.78e-05,0.0594,0.415,110.922,0
timbaland featuring keri hilson,the way i are,2007,0,0.612,0.946,8,-3.679,0,0.0411,0.0104,2.64e-06,0.591,0.937,119.966,1
dierks bentley,come a little closer,2008,0,0.585,0.577,5,-5.752,1,0.0228,0.0587,0.00369,0.102,0.335,80.02,1
sara evans,i keep looking,2007,1,0.737,0.817,10,-4.246,1,0.0508,0.0577,0,0.118,0.751,112.866,1
oceansize,new pin (edit),2006,0,0.518,0.684,7,-8.336,1,0.0377,0.000476,0.248,0.0325,0.565,118.059,0
glee cast,true colors,2009,1,0.611,0.387,2,-7.949,1,0.0242,0.118,0,0.213,0.335,85.978,1
wisin & yandel,sexy movimiento,2007,1,0.812,0.767,10,-6.233,0,0.0399,0.358,1.13e-05,0.142,0.766,104.99,1
dave hollister,tell me why,2008,1,0.486,0.574,6,-7.087,1,0.0436,0.3,0,0.137,0.3,119.751,0
hoobastank,running away,2001,0,0.39,0.803,9,-5.192,0,0.0437,0.000728,2.55e-06,0.2,0.509,103.544,1
lady antebellum,ready to love again,2010,1,0.555,0.638,4,-5.012,1,0.027,0.313,0,0.122,0.185,102.676,1
bongzilla,champagne & reefer,2005,0,0.28,0.819,4,-4.095,1,0.0391,0.00154,0.828,0.112,0.734,97.085,0
soilwork,as the sleeper awakes,2007,0,0.49,0.983,7,-5.286,1,0.14,2.18e-05,0.907,0.295,0.307,114.012,0
joe lopez,me duele,2003,0,0.666,0.695,0,-6.382,1,0.109,0.477,0,0.128,0.865,161.966,0
hootie & the blowfish,old man & me (when i get to heaven),2005,0,0.562,0.423,4,-16.572,1,0.0283,8.12e-05,0.818,0.316,0.662,99.97,1
james newton howard,the burp heard round the world,2010,0,0.301,0.508,0,-9.654,1,0.0409,0.668,0.44,0.27,0.0546,84.245,0
rise against,state of the union,2004,0,0.59,0.973,10,-3.512,0,0.103,0.00058,0.225,0.501,0.371,132.212,0
die fantastischen vier,was wollen wir noch mehr?,2010,0,0.649,0.686,10,-7.673,1,0.123,0.412,0,0.254,0.67,95.928,0
craig morgan,tough,2006,1,0.605,0.386,8,-8.008,1,0.0337,0.553,0,0.152,0.148,132.885,1
new found glory,sucker,2000,0,0.568,0.962,6,-5.034,1,0.0686,5.16e-05,0.0269,0.316,0.665,125.023,0
brian tyler,i dream of chi chi,2009,0,0.57,0.0922,0,-18.693,1,0.038,0.91,0.932,0.122,0.397,105.11,0
matisyahu,one day,2010,0,0.346,0.61,0,-5.818,1,0.15,0.198,0,0.117,0.235,68.552,1
mariano yanani,why should i cry for you,2005,0,0.269,0.169,8,-15.746,1,0.0368,0.965,0.876,0.112,0.28,158.971,0
jesse malin,almost grown,2003,0,0.569,0.851,11,-5.749,1,0.0381,0.0726,0,0.0611,0.925,137.854,0
justin timberlake,what goes around...comes around,2006,0,0.685,0.723,7,-4.791,1,0.176,0.131,0.000935,0.592,0.385,75.995,1
jeremy spencer,maria de santiago,2006,0,0.728,0.458,4,-13.35,0,0.0336,0.793,0.373,0.127,0.391,126.165,0
george lopez,memories,2001,0,0.381,0.697,2,-14.538,1,0.946,0.905,0,0.892,0.408,73.571,0
scar symmetry,the illusionist,2006,0,0.404,0.964,2,-3.668,1,0.062,5.58e-05,0.0012,0.137,0.404,75.008,0
brad paisley,american saturday night,2009,1,0.487,0.938,4,-5.466,1,0.0533,0.0721,2.63e-05,0.522,0.733,157.795,1
gwen stefani,crash,2004,1,0.789,0.933,9,-1.606,1,0.0425,0.0202,0,0.865,0.917,126.224,1
liquid stranger,drop sacrifice,2007,0,0.721,0.53,1,-10.888,1,0.0352,0.00491,0.684,0.612,0.614,137.015,0
the balustrade ensemble,crushed pears,2007,0,0.287,0.163,2,-25.369,1,0.0463,0.289,0.8,0.0906,0.141,139.814,0
alabama,keepin up,2005,0,0.677,0.756,4,-7.063,1,0.0245,0.0272,0,0.0981,0.805,133.921,1
lonestar,youre like comin home,2005,1,0.625,0.698,1,-6.375,1,0.029,0.066,0,0.116,0.36,116.028,1
mariah carey,ill be there,2001,1,0.404,0.511,5,-9.427,1,0.0315,0.716,0,0.871,0.279,82.025,1
finest dearest,tunnel vision,2008,0,0.39,0.8,0,-6.685,0,0.033,0.0351,0.492,0.115,0.279,127.593,0
enrique iglesias,can you hear me,2008,0,0.842,0.625,7,-3.625,1,0.0487,0.0107,0,0.0772,0.513,116.982,0
through the eyes of the dead,outro,2000,0,0.386,0.0228,1,-33.416,1,0.0579,0.449,0.759,0.112,0.0399,196.021,0
noah lewis,devil in the wood pile,2002,0,0.585,0.203,7,-17.078,1,0.333,0.984,0.136,0.333,0.806,80.184,0
james carter,strange fruit,2003,0,0.228,0.477,0,-5.564,0,0.0363,0.176,0.00389,0.11,0.17,82.327,0
the exies,creeper kamikaze,2003,0,0.471,0.765,10,-4.83,0,0.0335,0.0176,0,0.108,0.293,113.034,0
orbital,illuminate,2001,0,0.597,0.837,5,-6.382,1,0.0385,0.000863,0,0.107,0.531,125.971,0
busdriver,unemployed black astronaut,2005,0,0.791,0.685,10,-10.021,0,0.224,0.121,0,0.169,0.363,92.988,0
don & juan,are you putting me on the shelf,2009,0,0.64,0.594,5,-9.677,1,0.064,0.675,3.36e-06,0.347,0.94,139.917,0
sick on the bus,who r ya,2002,0,0.191,0.985,9,-4.082,0,0.382,0.000222,0.0113,0.0402,0.155,174.422,0
eighteen visions,our darkest days,2006,0,0.523,0.877,3,-5.088,0,0.0503,0.00294,0,0.59,0.29,131.026,0
willie isz,violet heart box,2009,0,0.284,0.748,11,-6.673,1,0.0726,0.00838,0.00116,0.378,0.215,113.95,0
hannah montana,pumpin up the party,2006,1,0.662,0.828,2,-5.083,1,0.0741,0.0129,2.75e-05,0.407,0.476,123.986,1
chris brown,this christmas,2007,1,0.407,0.647,7,-6.031,0,0.125,0.384,0,0.0862,0.398,88.061,1
all time low,umbrella,2009,0,0.421,0.761,1,-3.835,1,0.0362,0.00261,0,0.124,0.681,175.937,0
danity kane,damaged,2008,0,0.774,0.653,8,-5.158,0,0.05,0.0912,0,0.151,0.818,120.01,1
john mayer,waiting on the world to change,2006,1,0.577,0.756,2,-5.82,1,0.115,0.159,0.000232,0.249,0.663,176.75,1
paul cantelon,mary in labor,2008,0,0.221,0.201,4,-20.712,1,0.0378,0.875,0.944,0.158,0.036,66.545,0
tinariwen,chatma,2004,0,0.81,0.422,9,-10.832,1,0.0353,0.217,0.133,0.0754,0.31,106.002,0
lil band o gold,shirley,2006,0,0.7,0.75,4,-9.988,1,0.23,0.393,1.46e-06,0.104,0.883,146.887,0
the cure,cut here,2001,1,0.623,0.909,2,-3.278,1,0.0414,0.00801,0.0153,0.223,0.879,134.991,0
britt nicole,good day,2007,0,0.72,0.961,1,-3.052,1,0.185,0.0351,0,0.107,0.933,131.968,0
franz ferdinand,eleanor put your boots on,2005,1,0.428,0.501,7,-6.364,1,0.0372,0.597,0.000231,0.0993,0.146,76.953,0
alexis hk,juste une fois,2004,0,0.563,0.228,9,-14.17,1,0.0852,0.853,0,0.382,0.508,92.928,0
lara,damit du dich in mich verliebst,2009,0,0.667,0.593,2,-5.559,1,0.0251,0.792,0,0.281,0.495,82.023,0
sheryl crow,steve mcqueen,2003,1,0.557,0.876,0,-4.165,1,0.102,0.0518,0,0.0789,0.762,170.001,1
spice girls,headlines (friendship never ends),2007,0,0.549,0.721,1,-4.795,1,0.0249,0.091,0,0.2,0.534,143.931,1
bryan ferry,ja nun hons pris,2002,0,0.488,0.216,7,-15.521,0,0.0704,0.771,0,0.465,0.562,103.748,0
c.c. adcock,love n gold,2004,0,0.712,0.635,2,-5.677,1,0.0351,0.00699,0.0238,0.0575,0.772,81.011,0
martina mcbride,i just call you mine,2009,1,0.419,0.637,6,-5.552,1,0.0328,0.0409,0,0.13,0.212,148.134,1
dimmu borgir,puritania,2001,0,0.303,0.969,8,-2.466,1,0.162,9.03e-05,0.844,0.417,0.163,109.384,0
busdriver,sun shower (single version),2007,0,0.624,0.706,9,-7.098,1,0.0271,0.00521,0.00995,0.0977,0.403,129.995,0
krs-one,getaway,2008,0,0.428,0.723,8,-5.361,1,0.323,0.0688,0,0.258,0.663,85.711,0
hot chip,ready for the floor (radio edit),2008,0,0.758,0.752,4,-5.508,1,0.0424,0.00997,5.44e-06,0.0701,0.93,129.012,0
alan jackson,it must be love,2010,1,0.816,0.669,6,-7.925,1,0.0295,0.284,0,0.0563,0.967,112.132,1
sugarland,all i want to do,2008,1,0.705,0.71,9,-4.894,1,0.0675,0.245,1.69e-05,0.154,0.735,97.031,1
reba,wrong night,2008,0,0.528,0.925,9,-6.194,1,0.0955,0.214,0,0.249,0.905,156.872,1
glee cast,good vibrations,2010,1,0.753,0.975,7,-4.621,1,0.104,0.00223,0.001,0.0229,0.585,122.001,1
wyclef jean,something about mary,2000,0,0.755,0.66,5,-6.662,1,0.0537,0.158,7.41e-05,0.121,0.618,95.05,0
jesse mccartney,right where you want me,2006,0,0.706,0.548,4,-4.818,0,0.0294,0.00284,7.38e-05,0.0474,0.706,98.995,1
taylor swift,white horse,2008,1,0.578,0.34,0,-8.027,1,0.0264,0.305,0,0.104,0.223,92.702,1
joe jonas,gotta find you,2008,0,0.441,0.74,11,-5.108,1,0.0356,0.0712,0,0.0806,0.45,82.049,1
dilated peoples,world on wheels,2004,0,0.607,0.841,10,-7.723,0,0.374,0.0054,1.85e-05,0.963,0.69,176.17,0
jerrod niemann,"lover, lover",2010,0,0.879,0.567,7,-6.509,1,0.0586,0.184,0,0.622,0.948,112.472,1
t.i.,24s,2003,1,0.739,0.725,6,-4.301,1,0.203,0.227,0,0.0991,0.582,162.06,1
leona naess,star signs,2003,0,0.474,0.232,4,-13.58,1,0.0408,0.737,5.85e-06,0.155,0.265,130.643,0
nelson,only time will tell,2004,0,0.465,0.704,3,-7.393,1,0.0301,0.358,0,0.238,0.496,142.251,1
dynamite deluxe,eimsbush bis 0711,2000,0,0.715,0.797,6,-7.335,1,0.338,0.0424,0,0.607,0.758,76.103,0
jonas brothers,when you look me in the eyes,2007,0,0.393,0.767,2,-3.685,1,0.0337,0.0269,0,0.27,0.506,136.047,1
marc shaiman,blame canada ( from: south park ),2007,0,0.746,0.277,5,-14.3,1,0.059,0.989,0.898,0.0994,0.58,136.79,0
the sonics,near my soul,2008,0,0.361,0.626,5,-9.377,0,0.062,0.279,2.91e-06,0.093,0.61,175.287,0
daniel johnston,rock around the christmas tree,2006,0,0.339,0.683,4,-6.468,1,0.0595,0.704,0.165,0.135,0.411,132.365,0
korn,ever be,2007,1,0.474,0.902,0,-6.087,1,0.0491,0.000164,0.262,0.231,0.324,160.056,0
jason mraz,song for a friend (live from montalvo),2007,1,0.336,0.512,11,-10.912,0,0.0641,0.527,2.24e-05,0.705,0.242,86.492,0
jason mraz,the remedy (i wont worry),2002,0,0.589,0.867,10,-4.523,1,0.0385,0.04,0,0.306,0.795,94.519,1
kathy mattea,sally in the garden,2008,0,0.599,0.199,1,-15.699,0,0.127,0.965,0.924,0.0643,0.667,146.451,0
elvenking,trows kind,2006,0,0.509,0.902,10,-5.273,0,0.0466,2.91e-05,4.01e-05,0.221,0.527,100.065,0
glee cast,over the rainbow,2010,1,0.498,0.352,0,-9.495,1,0.0297,0.842,0,0.122,0.472,166.028,1
christina aguilera,bionic,2010,1,0.422,0.933,2,-2.439,1,0.196,0.0654,0,0.382,0.854,175.99,1
st. lunatics,midwest swing,2001,0,0.863,0.599,10,-6.846,0,0.047,0.0479,2.85e-05,0.271,0.222,94.937,1
baby bash / grimm,changed my life,2003,0,0.917,0.734,11,-5.011,0,0.129,0.291,0.000982,0.292,0.742,89.478,0
tam tam go!,atrapados en la red,2007,0,0.753,0.749,9,-8.758,1,0.0419,0.152,0,0.121,0.948,135.785,0
blink-182,all of this,2003,0,0.689,0.579,9,-7.294,1,0.0315,0.00573,0.0276,0.089,0.671,117.641,0
miranda lambert,more like her,2007,0,0.556,0.393,11,-6.589,1,0.025,0.238,0,0.0979,0.213,132.746,1
toby keith,im just talkin about tonight,2008,1,0.674,0.863,7,-3.539,1,0.0512,0.279,0,0.132,0.821,123.872,1
themselves,oversleeping,2009,0,0.629,0.938,6,-6.808,1,0.198,0.0293,0,0.369,0.693,116.708,0
warren barfield,shadow,2006,0,0.69,0.761,11,-6.866,1,0.0442,0.0159,0,0.342,0.774,117.961,0
the killers,spaceman,2008,1,0.525,0.904,4,-5.488,1,0.0532,0.00257,0.000648,0.12,0.803,151.988,1
poncho sanchez,going back to new orleans,2001,0,0.668,0.82,2,-6.409,0,0.0849,0.559,0.00431,0.282,0.807,99.749,0
snowgoons,planetary takeover,2009,0,0.481,0.939,1,-4.359,1,0.369,0.0287,0,0.17,0.293,93.837,0
john debney,dad apologizes,2005,0,0.303,0.0635,0,-25.041,1,0.0396,0.918,0.872,0.0708,0.187,114.523,0
atari teenage riot,live at brixton academy 1999,2000,0,0.0973,0.677,8,-7.61,1,0.386,0.00159,0.395,0.353,0.0331,58.258,0
gary allan,songs about rain,2003,1,0.57,0.671,7,-4.954,1,0.028,0.0335,0,0.102,0.211,121.401,1
onerepublic,stop and stare,2007,0,0.49,0.849,4,-4.234,1,0.035,0.0593,0,0.082,0.303,92.494,1
keyshia cole,heaven sent,2007,1,0.538,0.728,2,-3.663,0,0.0524,0.074,0,0.0776,0.437,78.427,1
jonell & method man,round and round,2002,0,0.637,0.655,8,-6.576,1,0.283,0.534,8.12e-06,0.142,0.739,92.644,1
the wallflowers,sleepwalker,2000,0,0.542,0.889,4,-5.099,0,0.0277,0.000797,0,0.118,0.702,128.852,1
less than jake,fucked,2008,0,0.32,0.781,9,-13.175,1,0.15,0.000827,3.36e-06,0.141,0.575,98.386,0
pyranja,nordcore,2004,0,0.727,0.742,10,-4.191,0,0.173,0.119,0,0.0696,0.6,89.25,0
the cure,lost,2004,1,0.507,0.838,7,-5.689,1,0.0429,0.247,0.027,0.343,0.39,85.064,0
annie lennox,erased,2003,0,0.551,0.55,5,-8.096,0,0.0269,0.159,7.19e-05,0.105,0.249,167.916,0
uphill battle,climate control,2002,0,0.219,0.92,2,-6.545,1,0.0904,3.04e-05,0.696,0.341,0.229,106.806,0
alan jackson,drive (for daddy gene),2010,1,0.709,0.61,11,-7.206,1,0.0434,0.317,0,0.102,0.475,125.189,1
rick astley,nature boy,2005,1,0.68,0.367,0,-9.883,0,0.025,0.427,0.00218,0.112,0.348,100.078,0
hotwire,not today,2003,0,0.377,0.982,9,-4.427,1,0.245,4.51e-05,0.00356,0.111,0.309,142.147,0
celine dion,i drove all night,2003,1,0.566,0.912,11,-4.198,1,0.0629,0.00051,0,0.215,0.644,134.994,1
leeroy stagger,house of sin,2005,0,0.468,0.286,5,-14.363,1,0.0314,0.238,0,0.182,0.241,149.561,0
tranzas,mientras me quieras,2006,0,0.761,0.719,1,-7.548,1,0.0313,0.149,7.74e-05,0.0399,0.561,111.99,0
the killers,all these things that ive done,2004,0,0.558,0.74,6,-6.22,1,0.0448,0.00192,8.97e-06,0.129,0.217,118.293,1
kenny chesney,never wanted nothing more,2009,1,0.528,0.742,7,-7.044,1,0.0526,0.0412,1.99e-05,0.236,0.746,177.842,1
justin bieber,one less lonely girl,2009,0,0.577,0.779,4,-4.404,1,0.221,0.151,0,0.471,0.716,86.985,1
love and rockets,sweet lover hangover,2003,0,0.508,0.75,10,-9.302,1,0.0303,0.00136,0.576,0.126,0.489,97.026,0
from autumn to ashes,sensory deprivation adventure,2007,0,0.47,0.918,10,-5.773,1,0.0507,8.26e-06,0.277,0.395,0.457,92.964,0
joe mcbride,all in,2005,0,0.682,0.718,7,-8.265,1,0.0368,0.0717,0.787,0.0773,0.908,100.01,0
glee cast,im a slave 4 u,2010,1,0.909,0.779,0,-4.004,0,0.136,0.409,0.000681,0.0398,0.955,110.022,1
